ContentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
5227820000000000000,The Difference Between Sympathy And Empathy - Expanded Consciousness (ID: 5227822864949117283),Scrum Community - Scrum Alliance (ID: 564282370384747453),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com (ID: -6058152698516590252)",Blaise Agüera y Arcas: How computers are learning to be creative (ID: -4037032837327175755),The return of the machinery question (ID: 3779639438468810958)
5238120000000000000,Embracing Agile (ID: 5238119115012015307),An operating model for company-wide agile development (ID: 4139191914110236238),Staying one step ahead at Pixar: An interview with Ed Catmull (ID: 6152652267138213180),Big IT Rising (ID: -1654063646246197191),An operating model for company-wide agile development (ID: 7255021292858609470),Rewiring Citi for the digital age (ID: 2952636544547704346)
5258600000000000000,Machine Learning Is No Longer Just for Experts (ID: 5258604889412591249),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),Algorithms and architecture for job recommendations (ID: -4944551138301474550),How Netflix does A/B Testing - uxdesign.cc - User Experience Design (ID: 2468005329717107277),6 reasons why I like KeystoneML (ID: 2589533162305407436),Spark comparison: AWS vs. GCP (ID: 1549650080907932816)
5263610000000000000,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications (ID: 5263606973029607223)","Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems (ID: 7226503561499839165)",Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil (ID: -6643406494673362190),The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948),The Java 8 API Design Principles (ID: -3058031327323357308),The hardest thing in computer science (ID: 5854206600849997966)
5270700000000000000,8 Insanely Simple Productivity Hacks (ID: 5270696484536580646),XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês (ID: -2899726011463496555),A digital crack in banking's business model (ID: 7516228655554309785),"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans (ID: 2072448887839540892)",How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene (ID: -6542996094878850014),JavaScript Conquered the Web. Now It's Taking Over the Desktop (ID: 5088013394045185972)
5293700000000000000,Can Accenture Take Over Advertising? (ID: 5293701842202310496),Meio&Mensagem (ID: 2259988589066296676),Two Different Sales Motions . . . . (ID: 6519443272707698315),Accenture amplia atuação no Brasil (ID: 6941466664989793964),The need to lead in data and analytics (ID: 6015995473246774717),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383)
5302090000000000000,Google employees are adding 'Lady' to their job titles to fight sexism (ID: 5302085907556673015),9 Non-Threatening Leadership Strategies for Women (ID: 1881534532776527237),Netflix emociona com vídeo destacando personagens LGBT (ID: 3998743085432844199),Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube (ID: 734632752661830332),"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC (ID: -5161313513317812402)",Bad Writing Is Destroying Your Company's Productivity (ID: -8377626164558006982)
5313340000000000000,Salesforce Architect Journey (ID: 5313335392004163852),Client-side ranking to more efficiently show people stories in feed (ID: 8195862936106508846),Live asynchronously. (ID: -4996336942690402156),A nova sede da LEGO na Dinamarca é toda sobre colaboração (ID: 358192030955601318),Seniority (ID: -6728844082024523434),Assessing Salesforce's platform and ecosystem | ZDNet (ID: 7506614456429888492)
5328560000000000000,Acquia Engage Awards Finalists Announced (ID: 5328558001212551235),The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove (ID: -6707474286910397949),Who sponsors Drupal development? | Dries Buytaert (ID: -5198756378866433953),Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8 (ID: -6999287066519531005),WeChat's world (ID: 1734266821019430183),Cross-channel user experiences with Drupal (ID: -6980020268309524947)
5336560000000000000,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways (ID: 5336562616168017846)",Building Spring Cloud Microservices That Strangle Legacy Systems (ID: 90383487344892230),The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948),Building Flipkart Lite: A Progressive Web App (ID: 3142843830268077617),Lessons from converting an app to 100% Kotlin - Keepsafe Engineering (ID: 2543311963908571128),The Netflix Tech Blog: Netflix Billing Migration to AWS (ID: -3552937095886146934)
5338680000000000000,How to Get a Job at Google (ID: 5338677278233757627),Ray Kurzweil: The world isn't getting worse - our information is getting better (ID: -8208801367848627943),The Difference Between Sympathy And Empathy - Expanded Consciousness (ID: 5227822864949117283),"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com (ID: -6058152698516590252)",Who sponsors Drupal development? | Dries Buytaert (ID: -5198756378866433953),Staying one step ahead at Pixar: An interview with Ed Catmull (ID: 6152652267138213180)
5424500000000000000,Sam Newman - Backends For Frontends (ID: 5424502143558028097),Post: Just Say mNo to Hungarian Notation (ID: 5008913705695203000),Firebase Test Lab for Android (ID: -1995591062742965408),The Importance of Code Reviews (ID: 7534917347133949300),Dark Scrum (ID: -8511291357261863413),Up your app's sharing game with DirectShare - Google Developers (ID: -4228415104574264137)
5429050000000000000,Spring Boot 1.5.1 released (ID: 5429045128339158843),Introducing Kotlin support in Spring Framework 5.0 (ID: 4891010769166501207),Serverless Architectures (ID: -2828628091730682303),"Kotlin in Production - What works, Whats broken (ID: -8606063418076691067)",Building Flipkart Lite: A Progressive Web App (ID: 3142843830268077617),The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948)
5446000000000000000,Bradesco lança serviço inédito para estimular o hábito de poupar (ID: 5445999759138709405),The Future of Digital Banking is Now (ID: 2727743992157210358),Nubank e Goldman fecham parceria de R$ 200 milhões (ID: 7818691400791322406),The Drive to Bank on Digital (ID: -667193404227875686),Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões? (ID: -3275688295651945765),Using Honcho to Create a Multi-Process Docker Container (ID: -548976469460064550)
5484060000000000000,The Ultimate Solution to Versioning REST APIs: Content Negotiation (ID: 5484061377044071389),Modelando APIs REST com Swagger (ID: 3906974906788964502),bliki: StranglerApplication (ID: -5446204508747882127),Xamarin for Everyone (ID: -9028990334396397584),"GitLab launches Issue Boards, an open-source task management tool that resembles Trello (ID: -2479936301516183562)",The hardest thing in computer science (ID: 5854206600849997966)
5530820000000000000,Mulheres são mais criativas que homens? (ID: 5530820581773167955),De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho? (ID: -7527881206365368),A importância dos filmes de mulherzinha - Capitolina (ID: 2709926970543371965),Empresa britânica adota licença remunerada no período menstrual (ID: -7660505434580831027),Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube (ID: 5037221949349729844),Google employees are adding 'Lady' to their job titles to fight sexism (ID: 5302085907556673015)
5533750000000000000,7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),The return of the machinery question (ID: 3779639438468810958),Two Different Sales Motions . . . . (ID: 6519443272707698315),An operating model for company-wide agile development (ID: 4139191914110236238),"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels (ID: -3161714324304758767)",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist (ID: 2822049545552366036)
5658520000000000000,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é: (ID: 5658521282502533116),Sua comunidade de Teste. (ID: 4105873627900556540),Como Usar o Git e o GitHub (ID: 8749720044741011597),Top 5 Android Testing Frameworks with Examples (ID: 1768976290984301641),"Espresso Intents: não é magia, é tecnologia! - Android Dev BR (ID: -7423191370472335463)",Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305)
5688280000000000000,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too) (ID: 5688279681867464747)",Building more accessible technology (ID: -6347212504547574224),Making open source data more available (ID: 2625883933130361261),"Secret's founder returns with Bold, a Medium for enterprise (ID: 7804826445069770894)",Designing smart notifications (ID: -1901742495252324928),The AI business landscape (ID: 7395435905985567130)
5719790000000000000,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão (ID: 5719793245136119929),Mobile banking conquista o coração dos brasileiros (ID: -8370744479086515302),CMN regulamenta abertura de conta de depósito por meio eletrônico (ID: -7613994611628693820),Nubank começa a testar seu programa de fidelidade - Empresas Tech (ID: -2720012228333470715),Starbucks tem mais dinheiro do cliente em cartões do que bancos (ID: -6697357763177451167),Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com (ID: -9019582414165805420)
5787930000000000000,Ouça a música criada pela inteligência artificial do Google | Google Discovery (ID: 5787934590133549357),Google is quietly recording everything you say. Here's how to hear it (ID: 5875183869203898283),"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery (ID: 6535950170823528902)",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery (ID: 7544768317373280661),Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com (ID: -655909700262679295),Google is testing a new Material Design layout for desktop searches (ID: 2687654465640040976)
5795280000000000000,Microsoft's Open Source Love Affair Reaches New Heights (ID: 5795281877636738272),It's The Future (ID: -7986975759046428357),"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery (ID: 6535950170823528902)",Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership (ID: -6340141548068597572),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),Scala is the new golden child (ID: -5363263367015469934)
5816730000000000000,Bot Design Patterns (ID: 5816734694927565572),Cubr (ID: 4577451034168098359),Microsoft's Open Source Love Affair Reaches New Heights (ID: 5795281877636738272),The next wave in software is open adoption software (ID: -5625593730080264433),Serverless Data Sync in Web Apps with Bit Torrent (ID: 6062146090334604102),The End Of Apple Man (ID: -3581194288660477595)
5847040000000000000,Elastic Stack 5.0.0 Released (ID: 5847042211895226591),Chrome OS now has Material Design for the desktop (ID: -9192549002213406534),"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br (ID: -790959521412948853)",Closure Compiler in JavaScript (ID: -793729620925729327),Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com (ID: 667643281369196267),You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart (ID: 5217724704513784613)
5849490000000000000,gotwarlost/istanbul (ID: 5849490334294127641),Resenha - A Chegada (ID: 3739926497176994524),Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória (ID: 464601875539492971),Creating Compound Views on Android (ID: 6620060201676471218),A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley' (ID: 3495098006178009360),My favorite people and resources to learn Android programming from (ID: -7518373517401484139)
5854210000000000000,The hardest thing in computer science (ID: 5854206600849997966),bliki: StranglerApplication (ID: -5446204508747882127),"Building A Modern, Scalable Backend: Modernizing Monolithic Applications (ID: 5263606973029607223)","GitHub broke my 1,000 day streak - Free Code Camp (ID: -3605608255586388018)",The Java 8 API Design Principles (ID: -3058031327323357308),"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet (ID: 9215261273565326920)"
5875180000000000000,Google is quietly recording everything you say. Here's how to hear it (ID: 5875183869203898283),Ouça a música criada pela inteligência artificial do Google | Google Discovery (ID: 5787934590133549357),Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business (ID: 8522523292310933696),14 Cool Drupal 8 modules for site builders | August 2016 (ID: 6384824828701919724),"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery (ID: -5924996404988010)",7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383)
5928350000000000000,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber (ID: 5928346445655989915),"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow (ID: -3351652027149912881)",Pesquisadores do MIT desenvolvem tecnologia que digitaliza livros fechados - Geek (ID: -6603970730135147059),[E-learning] Design Thinking for Innovation - University of Virginia | Coursera (ID: -5784228041033890044),6 reasons why I like KeystoneML (ID: 2589533162305407436),Angular 2 (ID: 9220445660318725468)
5940370000000000000,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly (ID: 5940374562401786524),Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests (ID: -1981734999963962468),Aplicações da Inteligência artificial | Endeavor Brasil (ID: -5403733687257676872),Microservices - When to React Vs. Orchestrate - Capital One DevExchange (ID: -3482581255202910790),Sobre o Hipsters Ponto Tech (ID: -7891293130731329672),Machine Learning and the VP Debate (ID: -5658245291907121574)
5962270000000000000,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog (ID: 5962268176939710955)",Chat Smarter with Allo (ID: -6858665134018491791),Google lags behind Amazon and Microsoft's cloud in one important area (ID: -4765711818183276269),How Mark Zuckerberg Led Facebook's War to Crush Google Plus (ID: 3320201327008235211),Graph Capabilities with the Elastic Stack (ID: -8085935119790093311),Introduction to release engineering (ID: -348408475077850711)
5964890000000000000,PwC faz virada digital e já fatura US$ 1 bilhão no mundo (ID: 5964888566269323942),The economic essentials of digital strategy (ID: 4774970687540378081),The new tech talent you need to succeed in digital (ID: 4785499183287168509),Mobile Time (ID: 1797761064772338938),How to Create an Exponential Mindset (ID: 8215778202715904841),Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928)
6016000000000000000,The need to lead in data and analytics (ID: 6015995473246774717),Meio&Mensagem (ID: 2259988589066296676),Can Accenture Take Over Advertising? (ID: 5293701842202310496),Accenture amplia atuação no Brasil (ID: 6941466664989793964),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),Meet the new Brazilian consumer (ID: -5410531116380081703)
6031950000000000000,O chefe é gay. E daí? (ID: 6031953227014493100),YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer (ID: -7217198366041991957),The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)",Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos (ID: 3472032465864014134),Introducing Ask a Female Engineer (ID: 1990052153136096105)
6044360000000000000,Cinco competências comportamentais para você ser um bom líder (ID: 6044362651232258738),How to augment your career with leadership coaching (ID: 8586403905004879205),Investimentos em coaching e mentoring aumentam nas empresas (ID: -5952729859839521828),Como resolver conflitos no ambiente corporativo us (ID: 1738052593226421681),What Science Tells Us About Leadership Potential (ID: 7993526700719577624),"Para neurociência, motivação não é fator principal em mudança de hábitos (ID: -6255158415883847921)"
6062150000000000000,Serverless Data Sync in Web Apps with Bit Torrent (ID: 6062146090334604102),Cubr (ID: 4577451034168098359),Kubernetes (ID: 4151147085496712967),Eclipse Foundation Releases Neon (ID: 1379546145237381445),Beyond Progressive Web Apps Part 2: We Need to Know What's New (ID: 7429409096643373334),"Autofill: What web devs should know, but don't (ID: 3818189513627822856)"
6104600000000000000,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR (ID: 6104598399077154797),Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás! (ID: -360529647164834348),Designer Creates 13 Perfect Circles to Draw Almost Any Animal (ID: 2124033843135988844),Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi (ID: -2440247087447106971),Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js (ID: -3666646454167334466),Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design (ID: -1590585250246572231)
6152650000000000000,Staying one step ahead at Pixar: An interview with Ed Catmull (ID: 6152652267138213180),An operating model for company-wide agile development (ID: 4139191914110236238),"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels (ID: -3161714324304758767)",Diane Greene wants to put the enterprise front and center of Google Cloud strategy (ID: 1929674614667189969),"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack (ID: -8800029253812071912)",The return of the machinery question (ID: 3779639438468810958)
6201950000000000000,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons (ID: 6201946560186605500),6 exemplos de como usar computação cognitiva | EXAME.com (ID: -5414889822782394955),Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi (ID: -3102446808559723934),The future of the shopping mall (ID: 1436883058900979473),Mobile Time (ID: 1797761064772338938),The new tech talent you need to succeed in digital (ID: 4785499183287168509)
6340110000000000000,Text summarization with TensorFlow (ID: 6340108943344143104),AI Is Here to Help You Write Emails People Will Actually Read (ID: 621816023396605502),The AI business landscape (ID: 7395435905985567130),5 reasons your employees aren't sharing their knowledge (ID: -6467708104873171151),Algorithms and architecture for job recommendations (ID: -4944551138301474550),"Hello, TensorFlow! (ID: -5253644367331262405)"
6384820000000000000,14 Cool Drupal 8 modules for site builders | August 2016 (ID: 6384824828701919724),Google is quietly recording everything you say. Here's how to hear it (ID: 5875183869203898283),Most Interesting APIs in 2016: Cognitive Computing (ID: 428486625959995206),"Docker - Build, Ship, and Run Any App, Anywhere (ID: -1999468346928419252)",Hacked Website Report - 2016/Q3 (ID: -8314629309720421219),Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz (ID: 1580124381109623727)
6426220000000000000,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas (ID: 6426224004219108539)",O homofóbico dentro de cada um (ID: 4061646345741687197),"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais (ID: 2103268612948910635),12 JavaScript Hacks (ID: -1022885988494278200),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560)
6437570000000000000,Tech in Brazil is booming despite the country's political troubles (ID: 6437568358552101410),How to Design a Walkthrough That Users Will Read (ID: -3700095596785790870),"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption (ID: -1617279065634731389)","No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)",The barbell effect of machine learning. (ID: 3269302169678465882),"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack (ID: -8800029253812071912)"
6463550000000000000,"Little girls doubt that women can be brilliant, study shows (ID: 6463551093741815202)",O que é liderança? Liderança é fazer a diversidade funcionar. (ID: -6584408680441477889),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560),Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters (ID: 400125073514833994),Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio (ID: 1283472251609674486),Para entender o Dia Internacional contra a Homofobia (ID: -1038011342017850)
6519440000000000000,Two Different Sales Motions . . . . (ID: 6519443272707698315),Diane Greene wants to put the enterprise front and center of Google Cloud strategy (ID: 1929674614667189969),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist (ID: 2822049545552366036),The return of the machinery question (ID: 3779639438468810958),An operating model for company-wide agile development (ID: 4139191914110236238)
6521860000000000000,Notes on Reactive Programming Part I: The Reactive Landscape (ID: 6521856301289868251),The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture (ID: 4165127518659426948),Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog (ID: 3205047378909988692),Building Flipkart Lite: A Progressive Web App (ID: 3142843830268077617),Introducing Kotlin support in Spring Framework 5.0 (ID: 4891010769166501207),The Netflix Tech Blog: Netflix Billing Migration to AWS (ID: -3552937095886146934)
6535950000000000000,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery (ID: 6535950170823528902)",Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),Microsoft's Open Source Love Affair Reaches New Heights (ID: 5795281877636738272),"Google launches Springboard, an AI-powered assistant for its enterprise customers (ID: -4205346868684833897)",Powering a more connected and collaborative enterprise (ID: 817145340976958200),Google lança YouTube Kids no Brasil | Google Discovery (ID: -6245566021053602636)
6540620000000000000,Bradesco vai lançar novo banco digital: o Next. (ID: 6540624159201421051),"Elopar lança o ""Digio"", cartão para brigar com Nubank (ID: -8243488279185272615)",Visa lança desafio para startups de tecnologia - Startupi (ID: -3875881534863988868),Nubank pode fechar as portas se BC confirmar mudança amanhã (ID: -1663441888197894674),You won't recognize the new world of digital payments without this report (ID: -1622037268576555626),Itaú é pioneiro do blockchain (ID: -8813724423497152538)
6569460000000000000,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery (ID: 6569463984699537820)",Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928),Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento (ID: -3850803681204406658),Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com (ID: -655909700262679295),Visa lança desafio para startups de tecnologia - Startupi (ID: -3875881534863988868),Mobile Time (ID: 1797761064772338938)
6583730000000000000,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone (ID: 6583734846225935852)",Apple anuncia a 3ª geração da linguagem Swift para o final deste ano (ID: 357449794379078687),Why Is Learning Drupal Hard? (ID: 7612428320594238723),Iniciando com o Docker: Criando suas próprias imagens - Tableless (ID: -3338916066794638254),Apple Releases First Preview of Swift 3.0 for Developers (ID: 127799031949294618),Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery (ID: 7544768317373280661)
6615660000000000000,Especial: O papel dos grandes provedores de TI na Rio 2016 (ID: 6615662748793536194),Introducing JIRA Software for iPhone (ID: -1525688508571111688),"No Brasil, '25% dos celulares ainda são 'Burrofones' (ID: -8949113594875411859)",Governo brasileiro cria manual para contratação de cloud (ID: -4233177915193302509),Organizing for digital acceleration: Making a two-speed IT operating model work (ID: -8187220755213888616),Assessing Salesforce's platform and ecosystem | ZDNet (ID: 7506614456429888492)
6620060000000000000,Creating Compound Views on Android (ID: 6620060201676471218),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)",StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog (ID: -6592496241044177853)",Resenha - A Chegada (ID: 3739926497176994524),gotwarlost/istanbul (ID: 5849490334294127641)
6642440000000000000,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom (ID: 6642437212220341339),Governo define cronograma para plano nacional de Internet das Coisas (ID: 3180828616327439381),Comparing IoT Platforms: Compare 4 IoT platform for IoT projects (ID: -4336877432539963613),Nova pulseira tecnológica avisa se você já bebeu demais (ID: -8948234514303933700),Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO (ID: -5088157426675091741),NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas... (ID: -5784991738549272379)
6643430000000000000,#iLookLikeAnEngineer: One Year Later (ID: 6643427232964983922),Promoting gender equality through emoji �� �� (ID: -5848514031542611523),Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos (ID: 3472032465864014134),"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia (ID: -2314360211211303885)",Criadas para casar (ID: 3170775058142440102),Empresa britânica adota licença remunerada no período menstrual (ID: -7660505434580831027)
6644170000000000000,Criando ícones animados no Android (ID: 6644171916702621557),Tasting Dagger 2 on Android (ID: 957332268361319692),Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub (ID: 4508362112182399467),My favorite people and resources to learn Android programming from (ID: -7518373517401484139),Advanced Android Espresso (ID: -6654470039478316910),You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart (ID: 5217724704513784613)
6664080000000000000,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb (ID: 6664082205633624486),Cordova iOS Performance Improvements: Drop-in Speed with WKWebView (ID: -2504825704002833401),Microservices Architecture on Google App Engine (ID: -5283009029345397378),Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real... (ID: 5092635400707338872),Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub (ID: 4508362112182399467),The Internet of Things is looking for its VisiCalc (ID: 5018472516978866574)
6678690000000000000,Why Deep Learning Is Suddenly Changing Your Life (ID: 6678691743269420670),How will bots make money? Here are 7 business models (ID: 3294074907209583622),This Super Accurate Portrait Selection Tech Uses Neural Networks (ID: -6727357771678896471),"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow (ID: -3662111110237135231)",Blaise Agüera y Arcas: How computers are learning to be creative (ID: -4037032837327175755),Duolingo's chatbots help you learn a new language (ID: 660451400045043370)
6750030000000000000,"Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br (ID: 6750029764020453263)",The Business Case for Progressive Web Apps (ID: -1111518890369033396),Effective learning through code workshops | Box Blog (ID: -4754223659064624252),1º Congresso Brasileiro de IoT - Embarcados (ID: 4045164454094417310),19 Tips For Everyday Git Use (ID: 8712996026808754180),Burger King aceita pedidos via mensagens no Facebook - Startupi (ID: 911037455259135591)
6783620000000000000,Par de alianças impede que seu parceiro assista Netflix sem você (ID: 6783622248311192269),Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz (ID: 1580124381109623727),"Docker - Build, Ship, and Run Any App, Anywhere (ID: -1999468346928419252)",Mary Meeker's essential 2016 Internet Trends Report (ID: -2683134512107439488),Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab (ID: -8771338872124599367),The AI business landscape (ID: 7395435905985567130)
6807040000000000000,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket (ID: 6807042796917367736),Facebook is open-sourcing its AI bot-building research (ID: 4102576381061107965),Effective learning through code workshops | Box Blog (ID: -4754223659064624252),The Business Case for Progressive Web Apps (ID: -1111518890369033396),Node.js Examples - How Enterprises use Node in 2016 | @RisingStack (ID: 4788854083489560153),You don't talk about refactoring club (ID: 2708089973817733462)
6817240000000000000,Desenvolvimento de Aplicativos Mobile com Xamarin - (ID: 6817244649248188271),Most Interesting APIs in 2016: Cognitive Computing (ID: 428486625959995206),Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi (ID: 8779890754987103603),Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures (ID: -9189659052158407108),Test and deploy to Google App Engine with the new Maven and Gradle plugins (ID: -1483274517395674620),Beyond Progressive Web Apps Part 1 (ID: 4277778562135834208)
6829640000000000000,Branding é problema seu. E meu. (ID: 6829640091575814990),Sete Reinos (ID: -7812176982819372240),Designer Creates 13 Perfect Circles to Draw Almost Any Animal (ID: 2124033843135988844),A identidade visual de Budapeste para as Olimpíadas de 2024 (ID: -8142426490949346803),71 erros de português que precisam sumir dos seus e-mails (ID: 310515487419366995),Festival de Fotografia Hercule Florence - Timeline | Facebook (ID: -7838000919054582150)
6850500000000000000,WeChat's competitor to Slack has arrived (ID: 6850500272809381909),WeChat's world (ID: 1734266821019430183),"How I built an app with 500,000 users in 5 days on a $100 server (ID: 4259370161044254504)","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic (ID: -8159730897893673528)",Cross-channel user experiences with Drupal (ID: -6980020268309524947),"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow (ID: -3662111110237135231)"
